input,target_position,completion,generated_text,is_correct
Tom pays Jane. Amy pays Grace. Chris pays Daniel. David pays Eric. Laura pays Linda. Emma pays Brian. Paul pays Thomas. Alex pays Zoe. Mike pays Adam. Sarah pays Emily. Mary pays Sophia. Kevin pays Jake. John pays Robert. Mark pays Olivia. Susan pays Helen. Kate pays Ryan. Mike pays,9,Adam, Adam.,True
Sarah knows Zoe. Mary knows Adam. Alex knows Olivia. Mike knows Helen. Peter knows Daniel. Kate knows Grace. Lisa knows Jason. James knows Andrew. Emma knows Ryan. John knows Jane. Mark knows Eric. Susan knows Sophia. Chris knows Karen. Laura knows Emily. David knows Brian. Paul knows Jake. Emma knows,9,Ryan, Sarah.,False
Sarah thanks Thomas. Mike thanks Jason. Susan thanks Jake. Emma thanks Helen. Anna thanks Zoe. Kate thanks Linda. Laura thanks Eric. Kevin thanks Robert. Amy thanks Andrew. Mary thanks Brian. John thanks Lucy. Mark thanks Olivia. David thanks Adam. James thanks Ryan. Chris thanks Daniel. Alex thanks Sophia. Amy thanks,9,Andrew, Andrew.,True
John wants Brian. Mary wants Jake. Mark wants Grace. Amy wants Helen. Alex wants Jason. Mike wants Daniel. Emma wants Olivia. Susan wants Robert. Sarah wants Sophia. Laura wants Lucy. Anna wants Jane. Paul wants Linda. Kevin wants Ryan. David wants Emily. Kate wants Adam. Lisa wants Thomas. Sarah wants,9,Sophia, Olivia.,False
John asks Grace. Mark asks Robert. Alex asks Andrew. Anna asks Daniel. Sarah asks Brian. Laura asks Helen. Kevin asks Eric. James asks Sophia. Amy asks Olivia. Chris asks Emily. Mary asks Linda. Mike asks Adam. Tom asks Ryan. David asks Thomas. Paul asks Lucy. Kate asks Jane. Amy asks,9,Olivia, Olivia.,True
Tom calls Robert. Sarah calls Lucy. Laura calls Grace. Emma calls Jane. Mike calls Zoe. Kevin calls Helen. David calls Olivia. Peter calls Daniel. James calls Jason. John calls Andrew. Susan calls Sophia. Amy calls Linda. Lisa calls Adam. Mark calls Thomas. Kate calls Karen. Alex calls Emily. James calls,9,Jason, Jason.,True
Mary pays Zoe. Chris pays Daniel. Anna pays Robert. David pays Ryan. Emma pays Thomas. Mark pays Karen. Paul pays Jane. Sarah pays Sophia. Tom pays Eric. Susan pays Linda. Amy pays Helen. Alex pays Lucy. John pays Jason. Kevin pays Adam. James pays Jake. Peter pays Emily. Tom pays,9,Eric, David.,False
Amy meets Linda. Sarah meets Jason. Kevin meets Daniel. Laura meets Jane. Chris meets Emily. Lisa meets Helen. Tom meets Adam. Emma meets Jake. Susan meets Lucy. Kate meets Olivia. Peter meets Grace. David meets Ryan. Paul meets Andrew. Alex meets Brian. Mark meets Sophia. John meets Thomas. Susan meets,9,Lucy, James.,False
Susan finds Jason. Tom finds Lucy. Chris finds Brian. Kevin finds Emily. David finds Daniel. Emma finds Andrew. Kate finds Robert. Anna finds Olivia. Mike finds Jake. Peter finds Karen. James finds Sophia. Lisa finds Thomas. Alex finds Eric. Laura finds Zoe. John finds Adam. Paul finds Linda. Mike finds,9,Jake, Sarah.,False
James sees Jane. Susan sees Karen. John sees Sophia. Sarah sees Jake. Mary sees Eric. Mark sees Adam. Anna sees Helen. Emma sees Jason. Tom sees Thomas. David sees Robert. Chris sees Grace. Amy sees Emily. Alex sees Linda. Mike sees Ryan. Lisa sees Andrew. Kevin sees Daniel. Tom sees,9,Thomas, Sarah.,False
Emma loves Jane. Laura loves Thomas. John loves Adam. Anna loves Grace. Amy loves Linda. Alex loves Ryan. Paul loves Karen. Lisa loves Andrew. David loves Robert. Mark loves Jake. Sarah loves Daniel. James loves Eric. Kate loves Lucy. Kevin loves Emily. Peter loves Zoe. Mike loves Sophia. David loves,9,Robert, Rachel.,False
Amy trusts Thomas. Kate trusts Adam. Alex trusts Jake. Emma trusts Grace. Anna trusts Helen. Laura trusts Robert. Sarah trusts Daniel. Mark trusts Linda. Tom trusts Zoe. Kevin trusts Sophia. Chris trusts Ryan. Lisa trusts Lucy. Susan trusts Emily. Peter trusts Olivia. Mary trusts Andrew. James trusts Eric. Tom trusts,9,Zoe, Kate.,False
Kate calls Robert. John calls Adam. Alex calls Linda. Mary calls Thomas. Emma calls Grace. Amy calls Brian. Kevin calls Sophia. Chris calls Lucy. Mark calls Zoe. Tom calls Ryan. Mike calls Helen. Lisa calls Olivia. James calls Jason. Paul calls Eric. Anna calls Andrew. Peter calls Daniel. Mark calls,9,Zoe, Zoe.,True
Sarah finds Karen. Susan finds Helen. Lisa finds Daniel. Peter finds Olivia. Mary finds Zoe. Paul finds Eric. Amy finds Lucy. David finds Emily. Laura finds Robert. Mike finds Jane. John finds Jason. Anna finds Grace. Chris finds Andrew. Alex finds Sophia. Kate finds Adam. Tom finds Ryan. Laura finds,9,Robert, Ryan.,False
Alex wants Andrew. Paul wants Helen. Kevin wants Zoe. Anna wants Ryan. John wants Jake. Lisa wants Daniel. James wants Eric. David wants Karen. Mary wants Olivia. Kate wants Lucy. Mike wants Thomas. Tom wants Brian. Emma wants Sophia. Chris wants Jason. Laura wants Jane. Amy wants Adam. Mary wants,9,Olivia, Olivia.,True
Susan texts Ryan. Kate texts Eric. Peter texts Jason. Alex texts Lucy. Mary texts Grace. Tom texts Linda. Sarah texts Andrew. Anna texts Jane. John texts Zoe. Chris texts Helen. Paul texts Emily. Mike texts Adam. Mark texts Robert. James texts Jake. Lisa texts Brian. Kevin texts Karen. John texts,9,Zoe, Jane.,False
Lisa asks Robert. Sarah asks Helen. Peter asks Andrew. Susan asks Zoe. John asks Daniel. Mike asks Linda. Kevin asks Eric. Tom asks Thomas. Chris asks Jason. Laura asks Adam. Amy asks Olivia. Emma asks Jane. Kate asks Lucy. Mary asks Karen. Alex asks Jake. Anna asks Grace. Laura asks,10,Adam, Lily.,False
Alex texts Lucy. Laura texts Zoe. Tom texts Jason. Sarah texts Robert. Mary texts Linda. Kate texts Eric. Amy texts Brian. Paul texts Jane. Susan texts Daniel. Peter texts Grace. Mike texts Thomas. Lisa texts Karen. James texts Emily. Emma texts Andrew. John texts Ryan. David texts Jake. Peter texts,10,Grace, Grace.,True
Amy likes Daniel. Lisa likes Ryan. Mike likes Karen. Mark likes Thomas. Peter likes Eric. Sarah likes Brian. Chris likes Helen. Anna likes Sophia. Susan likes Zoe. John likes Linda. Alex likes Adam. Tom likes Emily. Paul likes Andrew. Kevin likes Grace. David likes Lucy. Laura likes Jane. John likes,10,Linda, Mary.,False
Lisa needs Ryan. Emma needs Andrew. Mary needs Jason. David needs Helen. Kate needs Linda. Peter needs Lucy. Laura needs Adam. Anna needs Karen. John needs Sophia. James needs Robert. Susan needs Jake. Chris needs Zoe. Amy needs Jane. Tom needs Eric. Kevin needs Thomas. Paul needs Daniel. James needs,10,Robert, Sarah.,False
Paul needs Sophia. Mike needs Karen. Lisa needs Zoe. Susan needs Thomas. Tom needs Daniel. Sarah needs Jake. Chris needs Jason. Peter needs Andrew. Amy needs Helen. John needs Robert. James needs Ryan. Kevin needs Emily. Mark needs Adam. Kate needs Jane. Mary needs Brian. Laura needs Linda. John needs,10,Robert, David.,False
Mary helps Thomas. Peter helps Karen. Sarah helps Andrew. Laura helps Olivia. John helps Jane. Alex helps Jake. Amy helps Lucy. Chris helps Jason. Mike helps Robert. Paul helps Adam. Kate helps Brian. Susan helps Zoe. Anna helps Emily. Tom helps Eric. Mark helps Ryan. Emma helps Sophia. Paul helps,10,Adam, Adam.,True
Paul fears Jason. James fears Karen. Peter fears Andrew. Susan fears Linda. Mary fears Jane. Emma fears Brian. Sarah fears Ryan. Laura fears Eric. Amy fears Jake. Kate fears Robert. John fears Lucy. Mike fears Sophia. Lisa fears Zoe. Anna fears Grace. Kevin fears Adam. David fears Thomas. Kate fears,10,Robert, Mark.,False
Mary trusts Zoe. Mike trusts Robert. John trusts Eric. Kate trusts Emily. Lisa trusts Linda. James trusts Jake. Susan trusts Daniel. Mark trusts Thomas. Sarah trusts Ryan. Paul trusts Andrew. Kevin trusts Grace. Amy trusts Olivia. David trusts Helen. Anna trusts Brian. Tom trusts Jane. Peter trusts Lucy. Paul trusts,10,Andrew, David.,False
Susan sees Zoe. David sees Emily. Mike sees Helen. Paul sees Eric. James sees Olivia. Amy sees Adam. Sarah sees Karen. Alex sees Andrew. Peter sees Ryan. Laura sees Jane. Kevin sees Lucy. John sees Jason. Mary sees Linda. Mark sees Sophia. Tom sees Thomas. Kate sees Daniel. Laura sees,10,Jane, Kate.,False
Alex tells Jason. Tom tells Andrew. David tells Robert. Sarah tells Sophia. Mary tells Jane. Kate tells Lucy. Laura tells Ryan. Mark tells Linda. John tells Thomas. Lisa tells Daniel. Kevin tells Zoe. Anna tells Grace. Peter tells Helen. Amy tells Emily. Mike tells Brian. Chris tells Olivia. Lisa tells,10,Daniel, Daniel.,True
Paul needs Eric. Mike needs Brian. Tom needs Helen. Mary needs Ryan. Emma needs Jane. Anna needs Karen. David needs Linda. Kevin needs Jake. James needs Lucy. John needs Robert. Alex needs Thomas. Chris needs Emily. Laura needs Jason. Kate needs Adam. Sarah needs Andrew. Mark needs Sophia. John needs,10,Robert, Lisa.,False
Peter tells Jason. Kate tells Brian. Sarah tells Thomas. Emma tells Lucy. Susan tells Linda. Kevin tells Jake. Anna tells Sophia. James tells Ryan. Mark tells Andrew. Paul tells Zoe. Mike tells Olivia. John tells Helen. Chris tells Emily. Alex tells Jane. Lisa tells Robert. Mary tells Karen. Paul tells,10,Zoe, Zoe.,True
Kevin likes Lucy. James likes Brian. Kate likes Jane. Lisa likes Eric. Mark likes Zoe. Alex likes Ryan. Anna likes Adam. Mike likes Jake. Mary likes Emily. John likes Sophia. Peter likes Karen. Sarah likes Robert. Emma likes Linda. Susan likes Andrew. Paul likes Grace. David likes Thomas. John likes,10,Sophia, Sarah.,False
Laura likes Andrew. Sarah likes Zoe. Susan likes Grace. Anna likes Jason. Tom likes Emily. Kate likes Olivia. James likes Jake. Mike likes Thomas. Amy likes Adam. Chris likes Robert. John likes Jane. David likes Brian. Paul likes Eric. Mark likes Helen. Peter likes Karen. Emma likes Linda. Chris likes,10,Robert, Robert.,True
Kate needs Karen. James needs Emily. Amy needs Olivia. David needs Brian. Tom needs Sophia. Mike needs Eric. Chris needs Thomas. Peter needs Daniel. Mary needs Jane. Susan needs Linda. Lisa needs Lucy. John needs Grace. Emma needs Jake. Mark needs Helen. Sarah needs Adam. Alex needs Ryan. Susan needs,10,Linda, Michael.,False
Chris trusts Jake. Mark trusts Brian. John trusts Eric. Laura trusts Jane. Mary trusts Olivia. Kate trusts Andrew. Amy trusts Linda. Susan trusts Ryan. Lisa trusts Adam. Anna trusts Robert. Kevin trusts Emily. Tom trusts Helen. Sarah trusts Grace. Paul trusts Daniel. James trusts Thomas. Mike trusts Jason. Anna trusts,10,Robert, Robert.,True
Mark finds Eric. Chris finds Jason. Sarah finds Grace. James finds Karen. Susan finds Ryan. Mary finds Brian. Lisa finds Andrew. Alex finds Jake. Laura finds Zoe. John finds Emily. Kate finds Jane. Emma finds Linda. Anna finds Adam. Amy finds Lucy. Peter finds Daniel. David finds Sophia. John finds,10,Emily, Sarah.,False
Paul loves Brian. Laura loves Robert. Peter loves Olivia. Susan loves Jason. Lisa loves Jane. Mike loves Jake. Kate loves Helen. Anna loves Linda. Mary loves Grace. Kevin loves Andrew. Mark loves Karen. David loves Ryan. John loves Sophia. Tom loves Emily. Alex loves Thomas. Sarah loves Zoe. Kevin loves,10,Andrew, Andrew.,True
Mark sees Thomas. Peter sees Sophia. Paul sees Emily. Lisa sees Jake. Susan sees Daniel. Kate sees Olivia. James sees Grace. Sarah sees Karen. Alex sees Linda. Chris sees Brian. Emma sees Ryan. Kevin sees Eric. Mary sees Zoe. David sees Jane. Tom sees Jason. Mike sees Robert. Chris sees,10,Brian, Brian.,True
Mike sees Olivia. Lisa sees Karen. Sarah sees Emily. John sees Sophia. Mark sees Robert. Susan sees Andrew. Alex sees Helen. David sees Linda. Tom sees Jake. Peter sees Zoe. Paul sees Lucy. Kate sees Thomas. Kevin sees Grace. Anna sees Jane. Laura sees Adam. Emma sees Eric. Peter sees,10,Zoe, Zoe.,True
Kevin visits Grace. Chris visits Emily. Mary visits Sophia. Kate visits Jane. Alex visits Zoe. James visits Jason. Tom visits Andrew. Anna visits Eric. Paul visits Olivia. Amy visits Robert. Emma visits Linda. Susan visits Jake. Laura visits Helen. Lisa visits Ryan. David visits Karen. Sarah visits Daniel. Emma visits,11,Linda, Lucy.,False
Susan meets Thomas. Sarah meets Sophia. Lisa meets Lucy. Kevin meets Olivia. David meets Karen. Alex meets Adam. John meets Jake. Paul meets Jane. Peter meets Eric. Mark meets Ryan. Chris meets Jason. Emma meets Grace. Anna meets Brian. Tom meets Helen. Kate meets Robert. Mary meets Emily. Chris meets,11,Jason, Samantha.,False
Mark hates Grace. Anna hates Helen. Chris hates Eric. Susan hates Brian. Tom hates Ryan. Mike hates Zoe. Amy hates Olivia. Kevin hates Andrew. Mary hates Linda. Kate hates Jake. Paul hates Sophia. Emma hates Adam. James hates Jane. Sarah hates Lucy. John hates Emily. Peter hates Robert. Paul hates,11,Sophia, David.,False
Emma wants Eric. Tom wants Andrew. Anna wants Olivia. Kevin wants Brian. Mary wants Robert. Chris wants Grace. Alex wants Zoe. Lisa wants Linda. Mark wants Jason. Kate wants Emily. Paul wants Helen. Peter wants Karen. John wants Adam. Laura wants Ryan. Susan wants Sophia. James wants Daniel. Paul wants,11,Helen, Helen.,True
Laura hates Linda. Anna hates Daniel. Chris hates Olivia. Kate hates Andrew. Mike hates Sophia. James hates Robert. Emma hates Thomas. John hates Eric. Mark hates Lucy. Lisa hates Adam. Peter hates Ryan. Sarah hates Jason. Alex hates Brian. Mary hates Zoe. Paul hates Emily. Tom hates Grace. Peter hates,11,Ryan, David.,False
Mike asks Olivia. Laura asks Karen. Mary asks Brian. Lisa asks Helen. Kevin asks Ryan. Tom asks Daniel. John asks Emily. Paul asks Jane. David asks Linda. Mark asks Sophia. Chris asks Grace. Sarah asks Jason. Anna asks Andrew. Kate asks Zoe. Emma asks Lucy. Amy asks Thomas. Chris asks,11,Grace, Grace.,True
Kate hates Brian. Sarah hates Jane. Emma hates Grace. Amy hates Eric. Chris hates Zoe. David hates Emily. Mike hates Andrew. John hates Lucy. Peter hates Adam. Tom hates Sophia. Paul hates Helen. Anna hates Karen. Laura hates Ryan. Mary hates Robert. Susan hates Linda. Mark hates Daniel. Paul hates,11,Helen, Lisa.,False
James hates Linda. Peter hates Jake. Susan hates Daniel. David hates Robert. Tom hates Thomas. Laura hates Zoe. Lisa hates Brian. Amy hates Grace. Mark hates Lucy. Alex hates Jane. Kevin hates Karen. Emma hates Emily. Mary hates Sophia. Anna hates Olivia. Sarah hates Andrew. John hates Ryan. Kevin hates,11,Karen, Kevin.,False
Tom likes Lucy. Amy likes Jane. Mark likes Zoe. Kate likes Daniel. Sarah likes Emily. Alex likes Robert. Anna likes Helen. Emma likes Jake. John likes Ryan. Peter likes Thomas. Paul likes Andrew. Chris likes Jason. Susan likes Grace. Mike likes Sophia. Lisa likes Linda. Kevin likes Eric. Paul likes,11,Andrew, Andrew.,True
John pays Emily. Kate pays Thomas. Amy pays Jake. Lisa pays Adam. Alex pays Ryan. Mike pays Grace. Chris pays Andrew. Anna pays Linda. Mark pays Helen. Sarah pays Robert. Mary pays Jane. Kevin pays Zoe. Laura pays Sophia. Susan pays Olivia. Paul pays Brian. David pays Lucy. Mary pays,11,Jane, Jane.,True
Anna visits Daniel. Mary visits Ryan. Kevin visits Helen. John visits Grace. Peter visits Sophia. James visits Lucy. Susan visits Brian. Amy visits Eric. Laura visits Jane. Chris visits Adam. Sarah visits Emily. Mike visits Karen. Paul visits Olivia. David visits Thomas. Alex visits Jason. Tom visits Andrew. Sarah visits,11,Emily, Emily.,True
David thanks Zoe. Anna thanks Karen. James thanks Helen. John thanks Adam. Chris thanks Thomas. Kate thanks Eric. Alex thanks Emily. Mary thanks Grace. Laura thanks Brian. Kevin thanks Linda. Tom thanks Olivia. Amy thanks Jake. Mike thanks Ryan. Peter thanks Sophia. Paul thanks Robert. Sarah thanks Jason. Tom thanks,11,Olivia, Olivia.,True
Mark trusts Emily. Kate trusts Olivia. Peter trusts Jane. James trusts Jake. Lisa trusts Jason. Susan trusts Karen. Mary trusts Robert. Kevin trusts Zoe. Chris trusts Linda. Sarah trusts Thomas. Mike trusts Eric. Emma trusts Sophia. Alex trusts Helen. Tom trusts Daniel. David trusts Andrew. John trusts Brian. Mike trusts,11,Eric, Eric.,True
Sarah meets Adam. Lisa meets Olivia. James meets Jake. Chris meets Helen. Emma meets Ryan. Kate meets Jane. Laura meets Robert. Tom meets Emily. Mary meets Grace. Alex meets Karen. Mark meets Daniel. David meets Zoe. Anna meets Lucy. John meets Jason. Amy meets Linda. Paul meets Sophia. Mark meets,11,Daniel, Sophie.,False
Amy texts Grace. Alex texts Andrew. Susan texts Jake. David texts Robert. Anna texts Thomas. Paul texts Linda. Lisa texts Zoe. Mike texts Sophia. Tom texts Adam. Kate texts Olivia. James texts Ryan. Mark texts Jane. Kevin texts Karen. John texts Emily. Laura texts Lucy. Emma texts Jason. James texts,11,Ryan, Sarah.,False
Sarah loves Lucy. Lisa loves Brian. John loves Grace. Mary loves Linda. Tom loves Thomas. Mark loves Adam. Susan loves Jake. David loves Daniel. James loves Eric. Mike loves Helen. Amy loves Zoe. Laura loves Emily. Kevin loves Ryan. Alex loves Karen. Anna loves Robert. Emma loves Jane. Amy loves,11,Zoe, Sarah.,False
Sarah visits Zoe. Anna visits Jane. Alex visits Emily. Kevin visits Ryan. Laura visits Brian. Mark visits Linda. David visits Jake. Mike visits Lucy. Lisa visits Andrew. Chris visits Olivia. Paul visits Robert. Mary visits Sophia. Emma visits Adam. Kate visits Eric. John visits Jason. James visits Daniel. Paul visits,11,Robert, Robert.,True
Lisa tells Eric. David tells Linda. Emma tells Robert. Tom tells Karen. James tells Jason. Kevin tells Emily. Mike tells Olivia. Kate tells Sophia. Mary tells Jake. Chris tells Adam. Mark tells Andrew. Peter tells Zoe. Paul tells Daniel. Laura tells Jane. Sarah tells Thomas. Alex tells Lucy. Mark tells,11,Andrew, Anna.,False
David trusts Jake. Paul trusts Olivia. Kevin trusts Karen. James trusts Grace. Susan trusts Jane. Mike trusts Helen. Kate trusts Andrew. Chris trusts Daniel. Alex trusts Lucy. Anna trusts Jason. Peter trusts Zoe. John trusts Sophia. Lisa trusts Robert. Mark trusts Emily. Emma trusts Brian. Laura trusts Thomas. Peter trusts,11,Zoe, Zoe.,True
Lisa fears Emily. Mark fears Ryan. Paul fears Jason. Emma fears Grace. Kate fears Helen. David fears Adam. James fears Lucy. Alex fears Jane. Amy fears Jake. Mary fears Brian. Chris fears Robert. Sarah fears Andrew. Anna fears Sophia. Laura fears Karen. Peter fears Olivia. John fears Linda. Chris fears,11,Robert, Robert.,True
James sees Robert. Sarah sees Helen. Lisa sees Andrew. Mark sees Emily. Susan sees Thomas. Tom sees Sophia. John sees Grace. Alex sees Jane. Kate sees Ryan. Laura sees Jason. Mike sees Olivia. Amy sees Brian. Mary sees Karen. Kevin sees Adam. Paul sees Jake. Anna sees Eric. Amy sees,12,Brian, Brian.,True
Mike wants Jake. Sarah wants Karen. David wants Eric. Paul wants Lucy. Amy wants Zoe. Lisa wants Thomas. John wants Jason. Kevin wants Jane. Mary wants Daniel. Tom wants Robert. Kate wants Sophia. Emma wants Brian. James wants Linda. Anna wants Emily. Alex wants Andrew. Chris wants Helen. Emma wants,12,Brian, Jack.,False
John needs Eric. Kate needs Emily. Susan needs Sophia. Alex needs Ryan. Tom needs Jane. Peter needs Daniel. Lisa needs Karen. Paul needs Jake. Mary needs Jason. Kevin needs Brian. James needs Helen. Sarah needs Linda. Mike needs Thomas. Emma needs Robert. Mark needs Olivia. Amy needs Adam. Sarah needs,12,Linda, David.,False
Kevin calls Sophia. Lisa calls Olivia. Alex calls Adam. Mike calls Robert. Peter calls Zoe. Mary calls Thomas. Sarah calls Lucy. Tom calls Emily. James calls Jane. Amy calls Jake. Susan calls Brian. Mark calls Linda. Anna calls Karen. Chris calls Daniel. Emma calls Eric. Paul calls Ryan. Mark calls,12,Linda, David.,False
Mary thanks Jane. James thanks Andrew. Anna thanks Adam. Laura thanks Karen. Kate thanks Jason. Sarah thanks Ryan. Alex thanks Emily. Amy thanks Lucy. Emma thanks Thomas. Kevin thanks Grace. John thanks Robert. Chris thanks Jake. Susan thanks Zoe. Paul thanks Daniel. David thanks Eric. Tom thanks Brian. Chris thanks,12,Jake, Jake.,True
Susan knows Grace. James knows Andrew. John knows Daniel. Tom knows Jake. Mike knows Adam. Sarah knows Zoe. Lisa knows Jason. Kate knows Brian. Mary knows Emily. Mark knows Karen. Laura knows Thomas. Chris knows Robert. Amy knows Lucy. Alex knows Ryan. Anna knows Sophia. Emma knows Linda. Chris knows,12,Robert, Rachel.,False
Mike fears Lucy. Kate fears Eric. Amy fears Emily. James fears Jane. Lisa fears Olivia. Kevin fears Grace. Paul fears Ryan. Alex fears Adam. Susan fears Robert. Mark fears Andrew. Chris fears Linda. Anna fears Thomas. Laura fears Sophia. Tom fears Karen. John fears Zoe. Emma fears Jason. Anna fears,12,Thomas, David.,False
Alex likes Emily. Susan likes Lucy. Chris likes Daniel. John likes Olivia. Laura likes Jake. Sarah likes Brian. Paul likes Helen. James likes Eric. Kate likes Thomas. Tom likes Jason. Peter likes Karen. Amy likes Zoe. Lisa likes Sophia. David likes Jane. Mary likes Grace. Kevin likes Adam. Amy likes,12,Zoe, Zoe.,True
Alex asks Andrew. Lisa asks Sophia. Mary asks Brian. Sarah asks Eric. Kate asks Jason. Susan asks Thomas. Laura asks Linda. Emma asks Grace. Kevin asks Karen. Paul asks Robert. David asks Daniel. John asks Zoe. Tom asks Emily. James asks Helen. Peter asks Jane. Anna asks Lucy. John asks,12,Zoe, Mary.,False
Tom texts Emily. James texts Jake. Kate texts Karen. Kevin texts Zoe. Mary texts Ryan. Anna texts Jane. Chris texts Grace. Amy texts Eric. Laura texts Andrew. Emma texts Olivia. Susan texts Brian. Peter texts Adam. Lisa texts Linda. Alex texts Thomas. John texts Jason. Mark texts Helen. Peter texts,12,Adam, Sarah.,False
Mike needs Zoe. Chris needs Grace. Alex needs Linda. Tom needs Robert. Mark needs Emily. Peter needs Eric. Sarah needs Sophia. Lisa needs Olivia. James needs Jane. Susan needs Jake. Mary needs Brian. Kate needs Adam. David needs Ryan. John needs Daniel. Amy needs Lucy. Laura needs Karen. Kate needs,12,Adam, David.,False
Kevin wants Brian. Laura wants Olivia. Mark wants Lucy. Kate wants Jason. Lisa wants Grace. David wants Ryan. Susan wants Jane. John wants Thomas. Tom wants Robert. Peter wants Daniel. Emma wants Jake. Chris wants Emily. Sarah wants Adam. Mike wants Andrew. Anna wants Zoe. Mary wants Eric. Chris wants,12,Emily, Emily.,True
Mark needs Eric. Peter needs Linda. Emma needs Sophia. Kevin needs Lucy. Paul needs Olivia. Tom needs Ryan. Alex needs Jason. David needs Daniel. John needs Brian. Susan needs Grace. Anna needs Emily. Mike needs Zoe. Kate needs Thomas. Laura needs Adam. Lisa needs Jane. Amy needs Andrew. Mike needs,12,Zoe, Zoe.,True
Chris helps Ryan. Sarah helps Lucy. Mike helps Grace. James helps Olivia. Mark helps Sophia. Alex helps Helen. Paul helps Thomas. Emma helps Karen. Amy helps Robert. Mary helps Zoe. Peter helps Linda. Anna helps Brian. Kate helps Jane. Kevin helps Jake. John helps Andrew. Tom helps Eric. Anna helps,12,Brian, David.,False
Susan follows Lucy. Tom follows Andrew. Kevin follows Daniel. Chris follows Adam. David follows Linda. Alex follows Helen. John follows Zoe. Laura follows Ryan. Mary follows Thomas. Lisa follows Olivia. Mark follows Jane. Anna follows Eric. Mike follows Brian. Paul follows Sophia. Peter follows Jason. Kate follows Robert. Anna follows,12,Eric, David.,False
Mark likes Emily. Chris likes Zoe. James likes Linda. Anna likes Karen. Amy likes Daniel. Mary likes Andrew. John likes Olivia. Kevin likes Helen. Paul likes Jake. David likes Jason. Tom likes Ryan. Lisa likes Robert. Emma likes Brian. Alex likes Adam. Kate likes Eric. Sarah likes Thomas. Lisa likes,12,Robert, David.,False
David trusts Ryan. Mary trusts Thomas. Amy trusts Emily. Tom trusts Eric. Peter trusts Linda. Emma trusts Zoe. Kevin trusts Karen. Sarah trusts Helen. Paul trusts Sophia. Kate trusts Adam. Mark trusts Jake. Laura trusts Jane. John trusts Robert. Chris trusts Lucy. Lisa trusts Brian. Alex trusts Olivia. Laura trusts,12,Jane, Jane.,True
Paul knows Lucy. Laura knows Robert. Kevin knows Ryan. Kate knows Grace. Anna knows Helen. John knows Jane. Amy knows Jake. Lisa knows Linda. James knows Jason. Susan knows Andrew. Tom knows Brian. Alex knows Olivia. Mike knows Emily. Mary knows Thomas. Sarah knows Adam. Peter knows Daniel. Alex knows,12,Olivia, Olivia.,True
James meets Linda. Mike meets Andrew. Susan meets Karen. Chris meets Grace. Tom meets Ryan. Kate meets Lucy. Peter meets Zoe. Mary meets Jane. Alex meets Jake. Laura meets Jason. John meets Robert. David meets Brian. Mark meets Eric. Sarah meets Emily. Emma meets Olivia. Anna meets Daniel. David meets,12,Brian, Brian.,True
Laura likes Grace. Mike likes Karen. Kevin likes Jane. Alex likes Zoe. Paul likes Eric. Tom likes Thomas. Anna likes Ryan. John likes Jason. Emma likes Adam. Mary likes Linda. Chris likes Andrew. James likes Jake. David likes Robert. Susan likes Emily. Kate likes Brian. Mark likes Sophia. James likes,12,Jake, Sarah.,False
David needs Jane. Chris needs Eric. James needs Zoe. Sarah needs Emily. Kevin needs Lucy. John needs Ryan. Anna needs Olivia. Lisa needs Andrew. Laura needs Robert. Mary needs Sophia. Peter needs Brian. Paul needs Daniel. Emma needs Jason. Mark needs Helen. Tom needs Karen. Amy needs Jake. Emma needs,13,Jason, Jack.,False
Mary tells Jane. Paul tells Lucy. Mark tells Brian. Amy tells Jake. Laura tells Andrew. Kate tells Grace. Emma tells Thomas. James tells Jason. Tom tells Emily. Kevin tells Linda. Sarah tells Robert. Chris tells Zoe. Lisa tells Olivia. Mike tells Sophia. Peter tells Helen. Anna tells Eric. Lisa tells,13,Olivia, Olivia.,True
Lisa hates Lucy. Chris hates Zoe. Anna hates Thomas. Kate hates Daniel. Sarah hates Brian. Mike hates Eric. Amy hates Emily. Kevin hates Karen. Peter hates Robert. Alex hates Linda. David hates Grace. Paul hates Andrew. Mary hates Jake. Laura hates Ryan. James hates Jason. John hates Olivia. Mary hates,13,Jake, Jane.,False
Paul needs Sophia. Amy needs Olivia. David needs Ryan. John needs Helen. Kevin needs Linda. Mike needs Jake. Chris needs Grace. Tom needs Daniel. Kate needs Emily. Susan needs Robert. Alex needs Jason. Sarah needs Zoe. James needs Eric. Emma needs Thomas. Anna needs Jane. Lisa needs Lucy. James needs,13,Eric, Emily.,False
Tom hates Ryan. Kate hates Emily. Emma hates Adam. Paul hates Robert. Sarah hates Helen. Laura hates Zoe. David hates Olivia. Amy hates Brian. Susan hates Andrew. Anna hates Sophia. Mary hates Daniel. Lisa hates Karen. Mike hates Grace. Mark hates Jane. Chris hates Lucy. Peter hates Linda. Mike hates,13,Grace, Rachel.,False
Mark finds Zoe. Kate finds Robert. John finds Sophia. Sarah finds Linda. James finds Karen. Mary finds Jason. Chris finds Adam. Kevin finds Jake. Alex finds Grace. Amy finds Emily. David finds Jane. Susan finds Helen. Anna finds Brian. Emma finds Ryan. Peter finds Thomas. Laura finds Lucy. Anna finds,13,Brian, David.,False
